t,x,y
0.0,4.257436427625515,0.8430320940277924
0.1,4.214597439423654,1.1037978566582929
0.2,0.0,0.0
0.30000000000000004,1.4672e-319,0.0
0.4,0.0,6.366000021e-314
0.5,0.0,0.0
0.6000000000000001,8.487995812e-314,0.0
0.7000000000000001,0.0,1.56836e-319
0.8,0.0,0.0
0.9,2.5296e-320,0.0
1.0,0.0,3.0355e-320
1.1,0.0,0.0
1.2000000000000002,1.0609991603e-313,0.0
1.3,0.0,2.1220114746e-314
1.4000000000000001,0.0,0.0
1.5,2.5296e-320,0.0
1.6,0.0,1.2731987394e-313
1.7000000000000002,0.0,0.0
1.8,3.0355e-320,0.0
1.9000000000000001,0.0,2.5296e-320
2.0,0.0,0.0
2.1,2.12201236e-314,0.0
2.2,0.0,2.5296e-320
2.3000000000000003,0.0,0.0
2.4000000000000004,3.0355e-320,0.0
2.5,0.0,1.4853983185e-313
2.6,0.0,0.0
2.7,1.56836e-319,0.0
2.8000000000000003,0.0,2.5296e-320
2.9000000000000004,0.0,0.0
3.0,1.6975978976e-313,0.0
3.1,0.0,2.1220104627e-314
3.2,0.0,0.0
3.3000000000000003,1.9097974767e-313,0.0
3.4000000000000004,0.0,2.12199705577e-313
3.5,0.0,0.0
3.6,2.33419663487e-313,0.0
3.7,0.0,2.54639621397e-313
3.8000000000000003,0.0,0.0
3.9000000000000004,2.1220114746e-314,0.0
4.0,0.0,2.5296e-320
4.1000000000000005,0.0,0.0
4.2,3.0355e-320,0.0
4.3,0.0,3.415e-320
4.4,0.0,0.0
4.5,2.909e-320,0.0
4.6000000000000005,0.0,2.12201236e-314
4.7,0.0,0.0
4.800000000000001,2.5296e-320,0.0
4.9,0.0,3.0355e-320
5.0,0.0,0.0
5.1000000000000005,2.75859579306e-313,0.0
5.2,0.0,2.909e-320
5.300000000000001,0.0,0.0
5.4,2.97079537216e-313,0.0
5.5,0.0,3.18299495126e-313
5.6000000000000005,0.0,0.0
5.7,3.39519453035e-313,0.0
5.800000000000001,0.0,3.60739410945e-313
5.9,0.0,0.0
6.0,3.81959368855e-313,0.0
6.1000000000000005,0.0,4.03179326764e-313
6.2,0.0,0.0
6.300000000000001,4.24399284674e-313,0.0
6.4,0.0,2.1220114746e-314
6.5,0.0,0.0
6.6000000000000005,2.5296e-320,0.0
6.7,0.0,3.0355e-320
6.800000000000001,0.0,0.0
6.9,3.415e-320,0.0
7.0,0.0,2.909e-320
7.1000000000000005,0.0,0.0
7.2,3.415e-320,0.0
7.300000000000001,0.0,3.0355e-320
7.4,0.0,0.0
7.5,4.45619242584e-313,0.0
7.6000000000000005,0.0,4.2440062537e-314
7.7,0.0,0.0
7.800000000000001,4.66839200493e-313,0.0
7.9,0.0,2.1220114746e-314
8.0,0.0,0.0
8.1,2.5296e-320,0.0
8.200000000000001,0.0,2.12201236e-314
8.3,0.0,0.0
8.4,2.5296e-320,0.0
8.5,0.0,4.88059158403e-313
8.6,0.0,0.0
8.700000000000001,3.0355e-320,0.0
8.8,0.0,2.5296e-320
8.9,0.0,0.0
9.0,3.415e-320,0.0
9.1,0.0,2.909e-320
9.200000000000001,0.0,0.0
9.3,2.5296e-320,0.0
9.4,0.0,1.0498e-319
9.5,0.0,0.0
9.600000000000001,2.5296e-320,1.2337e-320
9.700000000000001,6.9077340190662e-310,6.9077340190662e-310
9.8,4.6506232890177e-310,4.6506232890177e-310
9.9,1.27746e-319,0.0
