	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
12	365	59	355	0.004070327104983372	0.004070327104983372	(x1*(0.023*x2*(-x1 + sin(x1)) - 0.103*x2 + (0.003*x2 + 0.004)*sin(x2) + 1.067) - x1 + 0.058*x2 + (0.234 - 1.0*x2)*sin(x2) - 0.125)/(x2 - 0.221)	1.0*x1 + 0.998*cos(x2 + 3.142)/x1	365	dso	all	glider	inf	3
13	382	57	349	0.00441058741654266	0.00441058741654266	(x1*(-0.049*x1*x2 - 0.005*x2 + (0.032*x2 - 0.194)*sin(x2) + 0.145) + 0.013*x2 + (-1.08*x2 + 1.209 + cos(x1)/x1)*sin(x2) - 0.34)/(x2 - 0.316)	1.0*x1 + 0.998*cos(x2 + 3.142)/x1	382	dso	all	glider	inf	3
11	314	49	290	0.006428077060463373	0.006428077060463373	(0.359*x2 + (0.979*x2 + 11.324 - 2.173/x2)*sin(0.999*x2 - 3.031) - 10.809 - 7.029/(x1*x2))/(x2 + 11.275)	1.0*x1 + 0.998*cos(x2 + 3.142)/x1	314	dso	all	glider	inf	3
10	297	44	265	0.01419820473419325	0.01419820473419325	(0.386*x2 + (1.017*x2 + 11.449)*sin(1.0*x2 - 3.039) - 11.6 - 3.39/(x1*x2))/(x2 + 12.192)	1.0*x1 + 0.998*cos(x2 + 3.142)/x1	297	dso	all	glider	inf	3
9	178	35	219	0.01589637123699948	0.01589637123699948	(-6.157*x1 - 0.267*x2 + (-1.043*x2 - 15.394)*sin(x2) + 9.937)/(x2 + 16.277)	1.0*x1 + 0.998*cos(x2 + 3.142)/x1	178	dso	all	glider	inf	3
8	158	28	210	0.05429175616059453	0.05429175616059453	-0.219*x1 + (-0.964 - 0.259/x2)*sin(x2) + 0.204	(-1.748 + 1/x1)*(0.095*x2 - 1.352) + 2.171	158	dso	all	glider	inf	3
7	107	22	168	0.055294939880262295	0.055294939880262295	-0.239*x1 - 0.997*sin(x2) + 0.238	(-1.748 + 1/x1)*(0.095*x2 - 1.352) + 2.171	107	dso	all	glider	inf	3
6	106	20	163	0.06360382990151488	0.06360382990151488	-0.239*x1 - 0.997*sin(x2) + 0.238	-0.103*x2 - 0.471*sin(x1 - 0.591) + 4.087	106	dso	all	glider	inf	3
5	105	19	140	0.09852612321809345	0.09852612321809345	-0.239*x1 - 0.997*sin(x2) + 0.238	27.991/(x1 + 0.64*x2 + 1.745)	105	dso	all	glider	inf	3
3	86	14	114	0.1430428494103737	0.1430428494103737	0.033*x2 - 0.986*sin(x2) - 0.746	3.93 - 0.113*x2	86	dso	all	glider	inf	3
4	102	12	95	0.26406585573417896	0.26406585573417896	-0.239*x1 - 0.997*sin(x2) + 0.238	x1 + 0.132	102	dso	all	glider	inf	3
2	18	10	85	0.4207755634077016	0.4207755634077016	0.291 - 0.277*x1	3.93 - 0.113*x2	18	dso	all	glider	inf	3
1	1	8	64	0.43466289592489565	0.43466289592489565	-0.166*x1	3.93 - 0.113*x2	1	dso	all	glider	inf	3
0	0	6	45	0.5490517193369824	0.5490517193369824	-0.166*x1	x1 + 0.132	0	dso	all	glider	inf	3
